"","x"
"WBGene00011696",1
"WBGene00011699",2
"WBGene00011707",5
"WBGene00011708",3
"WBGene00011713",4
"WBGene00011718",4
"WBGene00011719",5
"WBGene00011723",4
"WBGene00011725",1
"WBGene00011726",2
"WBGene00011727",2
"WBGene00011730",6
"WBGene00011731",6
"WBGene00011733",2
"WBGene00011734",5
"WBGene00011735",6
"WBGene00011736",4
"WBGene00011737",2
"WBGene00011738",5
"WBGene00011739",3
"WBGene00011740",6
"WBGene00011744",5
"WBGene00011746",2
"WBGene00011747",1
"WBGene00011753",4
"WBGene00011756",5
"WBGene00011757",5
"WBGene00011758",1
"WBGene00011760",3
"WBGene00011762",5
"WBGene00011763",3
"WBGene00011767",5
"WBGene00011768",4
"WBGene00011771",1
"WBGene00011773",6
"WBGene00011774",3
"WBGene00011775",5
"WBGene00011796",5
"WBGene00011799",4
"WBGene00011800",1
"WBGene00011801",2
"WBGene00011802",5
"WBGene00011803",1
"WBGene00011805",2
"WBGene00011814",2
"WBGene00011815",2
"WBGene00011817",2
"WBGene00011820",1
"WBGene00011821",5
"WBGene00011823",2
"WBGene00011828",2
"WBGene00011829",4
"WBGene00011830",5
"WBGene00011831",5
"WBGene00011832",4
"WBGene00011833",5
"WBGene00011836",5
"WBGene00011838",5
"WBGene00011849",2
"WBGene00011850",4
"WBGene00011854",5
"WBGene00011856",6
"WBGene00011857",1
"WBGene00011858",2
"WBGene00011859",2
"WBGene00011862",1
"WBGene00011864",5
"WBGene00011868",2
"WBGene00011869",2
"WBGene00011870",4
"WBGene00011873",4
"WBGene00011875",2
"WBGene00011877",6
"WBGene00011880",1
"WBGene00011882",5
"WBGene00011884",3
"WBGene00011886",2
"WBGene00011888",4
"WBGene00011891",4
"WBGene00011893",1
"WBGene00011894",2
"WBGene00011897",1
"WBGene00011899",2
"WBGene00011903",4
"WBGene00011904",5
"WBGene00011906",1
"WBGene00011916",2
"WBGene00011917",1
"WBGene00011918",6
"WBGene00011919",2
"WBGene00011923",4
"WBGene00011927",4
"WBGene00011932",1
"WBGene00011935",4
"WBGene00011936",3
"WBGene00011938",5
"WBGene00011944",2
"WBGene00011948",3
"WBGene00011950",5
"WBGene00011952",3
"WBGene00011959",2
"WBGene00011962",3
"WBGene00011965",5
"WBGene00011966",2
"WBGene00011967",2
"WBGene00011969",2
"WBGene00011971",5
"WBGene00011975",5
"WBGene00011979",5
"WBGene00011984",2
"WBGene00011986",2
"WBGene00011997",2
"WBGene00011999",6
"WBGene00012004",2
"WBGene00012005",4
"WBGene00012007",1
"WBGene00012013",2
"WBGene00012015",3
"WBGene00012018",1
"WBGene00012019",4
"WBGene00012020",6
"WBGene00012025",3
"WBGene00012030",2
"WBGene00012031",3
"WBGene00012032",5
"WBGene00012033",1
"WBGene00012034",4
"WBGene00012037",2
"WBGene00012046",5
"WBGene00012059",1
"WBGene00012062",2
"WBGene00012070",3
"WBGene00012085",2
"WBGene00012086",6
"WBGene00012091",2
"WBGene00012094",6
"WBGene00012095",2
"WBGene00012097",2
"WBGene00012100",4
"WBGene00012101",4
"WBGene00012103",3
"WBGene00012104",2
"WBGene00012106",6
"WBGene00012107",4
"WBGene00012113",4
"WBGene00012114",1
"WBGene00012116",3
"WBGene00012117",2
"WBGene00012118",1
"WBGene00012121",1
"WBGene00012122",3
"WBGene00012123",1
"WBGene00012124",5
"WBGene00012125",4
"WBGene00012126",1
"WBGene00012127",1
"WBGene00012134",5
"WBGene00012140",4
"WBGene00012142",2
"WBGene00012143",1
"WBGene00012144",2
"WBGene00012148",2
"WBGene00012152",1
"WBGene00012156",3
"WBGene00012158",6
"WBGene00012163",3
"WBGene00012164",2
"WBGene00012166",5
"WBGene00012168",4
"WBGene00012169",6
"WBGene00012170",4
"WBGene00012176",4
"WBGene00012178",4
"WBGene00012179",6
"WBGene00012182",6
"WBGene00012184",4
"WBGene00012185",2
"WBGene00012186",5
"WBGene00012187",6
"WBGene00012188",4
"WBGene00012192",6
"WBGene00012194",3
"WBGene00012199",5
"WBGene00012201",5
"WBGene00012202",5
"WBGene00012204",2
"WBGene00012207",6
"WBGene00012208",6
"WBGene00012216",4
"WBGene00012220",2
"WBGene00012221",2
"WBGene00012222",5
"WBGene00012225",4
"WBGene00012235",5
"WBGene00012239",4
"WBGene00012244",2
"WBGene00012251",6
"WBGene00012252",2
"WBGene00012253",5
"WBGene00012255",3
"WBGene00012256",3
"WBGene00012257",3
"WBGene00012258",4
"WBGene00012259",1
"WBGene00012261",5
"WBGene00012271",5
"WBGene00012274",4
"WBGene00012276",2
"WBGene00012279",2
"WBGene00012280",4
"WBGene00012282",2
"WBGene00012289",4
"WBGene00012290",4
"WBGene00012291",4
"WBGene00012293",1
"WBGene00012296",6
"WBGene00012306",4
"WBGene00012308",1
"WBGene00012310",3
"WBGene00012311",2
"WBGene00012312",2
"WBGene00012315",2
"WBGene00012316",2
"WBGene00012317",3
"WBGene00012319",2
"WBGene00012322",4
"WBGene00012324",5
"WBGene00012330",5
"WBGene00012337",5
"WBGene00012339",2
"WBGene00012342",1
"WBGene00012343",5
"WBGene00012344",2
"WBGene00012346",5
"WBGene00012351",2
"WBGene00012352",5
"WBGene00012354",6
"WBGene00012356",2
"WBGene00012358",4
"WBGene00012359",5
"WBGene00012361",6
"WBGene00012362",2
"WBGene00012363",3
"WBGene00012364",2
"WBGene00012366",2
"WBGene00012369",2
"WBGene00012371",6
"WBGene00012375",6
"WBGene00012376",2
"WBGene00012379",6
"WBGene00012382",4
"WBGene00012383",4
"WBGene00012386",5
"WBGene00012390",3
"WBGene00012396",3
"WBGene00012398",2
"WBGene00012400",2
"WBGene00012404",3
"WBGene00012407",5
"WBGene00012418",1
"WBGene00012421",2
"WBGene00012422",4
"WBGene00012424",2
"WBGene00012428",1
"WBGene00012429",6
"WBGene00012433",5
"WBGene00012434",6
"WBGene00012435",2
"WBGene00012439",4
"WBGene00012443",2
"WBGene00012444",2
"WBGene00012445",5
"WBGene00012452",2
"WBGene00012460",2
"WBGene00012462",1
"WBGene00012463",2
"WBGene00012464",5
"WBGene00012466",2
"WBGene00012468",2
"WBGene00012469",2
"WBGene00012471",2
"WBGene00012472",5
"WBGene00012474",2
"WBGene00012478",1
"WBGene00012479",6
"WBGene00012481",6
"WBGene00012484",2
"WBGene00012487",4
"WBGene00012494",2
"WBGene00012497",5
"WBGene00012513",5
"WBGene00012514",6
"WBGene00012521",2
"WBGene00012527",2
"WBGene00012529",1
"WBGene00012530",3
"WBGene00012531",4
"WBGene00012532",3
"WBGene00012535",4
"WBGene00012538",4
"WBGene00012540",5
"WBGene00012544",5
"WBGene00012545",3
"WBGene00012546",2
"WBGene00012547",6
"WBGene00012548",4
"WBGene00012550",3
"WBGene00012552",6
"WBGene00012553",6
"WBGene00012554",4
"WBGene00012556",6
"WBGene00012559",5
"WBGene00012562",2
"WBGene00012564",2
"WBGene00012565",2
"WBGene00012573",4
"WBGene00012582",5
"WBGene00012584",2
"WBGene00012585",2
"WBGene00012593",6
"WBGene00012595",5
"WBGene00012596",5
"WBGene00012597",1
"WBGene00012602",6
"WBGene00012605",6
"WBGene00012606",4
"WBGene00012607",4
"WBGene00012608",5
"WBGene00012610",4
"WBGene00012615",5
"WBGene00012628",3
"WBGene00012629",4
"WBGene00012635",5
"WBGene00012640",6
"WBGene00012641",2
"WBGene00012643",6
"WBGene00012646",3
"WBGene00012648",3
"WBGene00012656",4
"WBGene00012658",6
"WBGene00012664",3
"WBGene00012666",2
"WBGene00012668",4
"WBGene00012670",5
"WBGene00012672",4
"WBGene00012674",2
"WBGene00012676",1
"WBGene00012680",1
"WBGene00012682",4
"WBGene00012683",5
"WBGene00012684",6
"WBGene00012686",3
"WBGene00012692",2
"WBGene00012693",6
"WBGene00012694",2
"WBGene00012695",2
"WBGene00012700",2
"WBGene00012704",3
"WBGene00012712",4
"WBGene00012713",1
"WBGene00012717",2
"WBGene00012719",2
"WBGene00012722",5
"WBGene00012723",5
"WBGene00012727",6
"WBGene00012728",1
"WBGene00012732",2
"WBGene00012738",6
"WBGene00012739",2
"WBGene00012747",3
"WBGene00012750",2
"WBGene00012755",5
"WBGene00012756",2
"WBGene00012758",5
"WBGene00012759",4
"WBGene00012762",3
"WBGene00012763",2
"WBGene00012766",6
"WBGene00012768",6
"WBGene00012778",4
"WBGene00012781",6
"WBGene00012782",4
"WBGene00012783",3
"WBGene00012786",3
"WBGene00012791",5
"WBGene00012796",3
"WBGene00012803",3
"WBGene00012804",5
"WBGene00012806",2
"WBGene00012808",2
"WBGene00012810",2
"WBGene00012812",4
"WBGene00012813",4
"WBGene00012816",2
"WBGene00012819",2
"WBGene00012821",4
"WBGene00012822",4
"WBGene00012824",2
"WBGene00012825",2
"WBGene00012829",5
"WBGene00012830",6
"WBGene00012834",5
"WBGene00012835",2
"WBGene00012840",6
"WBGene00012850",2
"WBGene00012853",4
"WBGene00012854",4
"WBGene00012857",1
"WBGene00012860",3
"WBGene00012861",3
"WBGene00012862",6
"WBGene00012863",6
"WBGene00012866",4
"WBGene00012869",4
"WBGene00012875",1
"WBGene00012883",4
"WBGene00012885",2
"WBGene00012886",2
"WBGene00012887",1
"WBGene00012891",1
"WBGene00012892",5
"WBGene00012895",2
"WBGene00012897",2
"WBGene00012903",5
"WBGene00012906",2
"WBGene00012907",4
"WBGene00012908",6
"WBGene00012909",6
"WBGene00012910",4
"WBGene00012911",1
"WBGene00012917",5
"WBGene00012920",6
"WBGene00012928",2
"WBGene00012929",4
"WBGene00012930",4
"WBGene00012932",6
"WBGene00012933",6
"WBGene00012938",4
"WBGene00012939",3
"WBGene00012940",4
"WBGene00012943",3
"WBGene00012944",6
"WBGene00012947",4
"WBGene00012948",4
"WBGene00012953",1
"WBGene00012959",4
"WBGene00012961",4
"WBGene00012964",6
"WBGene00012966",6
"WBGene00012969",2
"WBGene00012970",4
"WBGene00012973",2
"WBGene00012975",6
"WBGene00012977",1
"WBGene00012980",5
"WBGene00012984",6
"WBGene00012987",4
"WBGene00012990",3
"WBGene00012992",6
"WBGene00012996",6
"WBGene00012998",2
"WBGene00013001",2
"WBGene00013004",2
"WBGene00013007",5
"WBGene00013008",2
"WBGene00013013",4
"WBGene00013014",2
"WBGene00013016",2
"WBGene00013018",5
"WBGene00013019",2
"WBGene00013020",4
"WBGene00013023",2
"WBGene00013025",1
"WBGene00013029",6
"WBGene00013034",5
"WBGene00013035",3
"WBGene00013037",5
"WBGene00013038",2
"WBGene00013039",4
"WBGene00013042",1
"WBGene00013046",4
"WBGene00013050",4
"WBGene00013055",6
"WBGene00013058",5
"WBGene00013059",5
"WBGene00013060",2
"WBGene00013073",5
"WBGene00013074",3
"WBGene00013077",4
"WBGene00013078",4
"WBGene00013079",3
"WBGene00013080",2
"WBGene00013083",5
"WBGene00013090",5
"WBGene00013091",4
"WBGene00013094",6
"WBGene00013095",2
"WBGene00013101",3
"WBGene00013103",6
"WBGene00013104",3
"WBGene00013107",6
"WBGene00013109",2
"WBGene00013111",2
"WBGene00013118",5
"WBGene00013119",4
"WBGene00013124",4
"WBGene00013127",4
"WBGene00013129",2
"WBGene00013130",6
"WBGene00013132",2
"WBGene00013135",5
"WBGene00013139",3
"WBGene00013143",1
"WBGene00013144",2
"WBGene00013146",2
"WBGene00013150",6
"WBGene00013151",2
"WBGene00013158",6
"WBGene00013161",6
"WBGene00013164",4
"WBGene00013168",6
"WBGene00013169",1
"WBGene00013171",5
"WBGene00013173",5
"WBGene00013176",5
"WBGene00013180",1
"WBGene00013181",2
"WBGene00013188",2
"WBGene00013193",2
"WBGene00013197",4
"WBGene00013200",2
"WBGene00013203",3
"WBGene00013207",3
"WBGene00013208",2
"WBGene00013209",6
"WBGene00013210",6
"WBGene00013211",6
"WBGene00013212",2
"WBGene00013213",6
"WBGene00013214",2
"WBGene00013215",2
"WBGene00013216",2
"WBGene00013220",2
"WBGene00013221",6
"WBGene00013225",5
"WBGene00013228",4
"WBGene00013231",2
"WBGene00013235",2
"WBGene00013236",2
"WBGene00013237",6
"WBGene00013238",6
"WBGene00013243",2
"WBGene00013244",2
"WBGene00013255",3
"WBGene00013257",2
"WBGene00013258",2
"WBGene00013263",5
"WBGene00013264",5
"WBGene00013265",2
"WBGene00013266",1
"WBGene00013267",6
"WBGene00013268",6
"WBGene00013270",2
"WBGene00013273",4
"WBGene00013275",5
"WBGene00013284",5
"WBGene00013289",1
"WBGene00013290",6
"WBGene00013292",4
"WBGene00013295",2
"WBGene00013307",2
"WBGene00013308",6
"WBGene00013311",5
"WBGene00013321",1
"WBGene00013325",6
"WBGene00013329",2
"WBGene00013330",3
"WBGene00013334",2
"WBGene00013339",2
"WBGene00013340",1
"WBGene00013347",1
"WBGene00013348",2
"WBGene00013349",2
"WBGene00013351",2
"WBGene00013352",6
"WBGene00013353",2
"WBGene00013354",1
"WBGene00013359",2
"WBGene00013360",3
"WBGene00013365",5
"WBGene00013366",4
"WBGene00013367",3
"WBGene00013373",5
"WBGene00013376",1
"WBGene00013378",2
"WBGene00013379",5
"WBGene00013381",2
"WBGene00013385",6
"WBGene00013387",5
"WBGene00013388",2
"WBGene00013405",2
"WBGene00013406",5
"WBGene00013415",4
"WBGene00013416",1
"WBGene00013419",2
"WBGene00013426",3
"WBGene00013431",2
"WBGene00013432",2
"WBGene00013435",6
"WBGene00013436",6
"WBGene00013439",4
"WBGene00013442",2
"WBGene00013443",2
"WBGene00013445",2
"WBGene00013449",6
"WBGene00013450",3
"WBGene00013457",5
"WBGene00013458",1
"WBGene00013462",2
"WBGene00013463",6
"WBGene00013469",3
"WBGene00013470",5
"WBGene00013471",6
"WBGene00013474",6
"WBGene00013477",4
"WBGene00013484",2
"WBGene00013485",2
"WBGene00013486",5
"WBGene00013489",3
"WBGene00013496",4
"WBGene00013497",4
"WBGene00013499",4
"WBGene00013514",3
"WBGene00013515",2
"WBGene00013516",2
"WBGene00013520",4
"WBGene00013531",5
"WBGene00013532",6
"WBGene00013541",4
"WBGene00013542",4
"WBGene00013543",1
"WBGene00013544",6
"WBGene00013545",2
"WBGene00013548",2
"WBGene00013552",6
"WBGene00013553",2
"WBGene00013559",5
"WBGene00013560",2
"WBGene00013567",2
"WBGene00013568",2
"WBGene00013569",2
"WBGene00013573",3
"WBGene00013575",5
"WBGene00013577",5
"WBGene00013578",4
"WBGene00013585",5
"WBGene00013588",2
"WBGene00013592",5
"WBGene00013593",2
"WBGene00013594",1
"WBGene00013597",3
"WBGene00013605",6
"WBGene00013609",2
"WBGene00013610",2
"WBGene00013611",2
"WBGene00013614",6
"WBGene00013621",6
"WBGene00013622",6
"WBGene00013633",4
"WBGene00013637",4
"WBGene00013639",2
"WBGene00013643",1
"WBGene00013647",4
"WBGene00013650",4
"WBGene00013654",5
"WBGene00013666",5
"WBGene00013668",5
"WBGene00013669",2
"WBGene00013670",1
"WBGene00013671",6
"WBGene00013672",4
"WBGene00013673",3
"WBGene00013677",5
"WBGene00013680",1
"WBGene00013683",5
"WBGene00013688",2
"WBGene00013689",2
"WBGene00013690",4
"WBGene00013693",3
"WBGene00013694",2
"WBGene00013701",4
"WBGene00013702",4
"WBGene00013716",1
"WBGene00013717",2
"WBGene00013718",2
"WBGene00013720",6
"WBGene00013724",5
"WBGene00013727",2
"WBGene00013728",2
"WBGene00013729",2
"WBGene00013730",1
"WBGene00013732",2
"WBGene00013733",2
"WBGene00013735",2
"WBGene00013737",6
"WBGene00013739",2
"WBGene00013740",1
"WBGene00013742",2
"WBGene00013752",4
"WBGene00013753",4
"WBGene00013756",2
"WBGene00013765",5
"WBGene00013766",2
"WBGene00013771",6
"WBGene00013781",4
"WBGene00013784",2
"WBGene00013790",6
"WBGene00013792",2
"WBGene00013802",2
"WBGene00013803",1
"WBGene00013804",6
"WBGene00013805",1
"WBGene00013807",6
"WBGene00013814",3
"WBGene00013819",3
"WBGene00013820",3
"WBGene00013825",3
"WBGene00013835",5
"WBGene00013846",5
"WBGene00013847",1
"WBGene00013849",5
"WBGene00013852",5
"WBGene00013853",4
"WBGene00013854",6
"WBGene00013855",1
"WBGene00013860",5
"WBGene00013865",6
"WBGene00013866",1
"WBGene00013869",1
"WBGene00013872",5
"WBGene00013874",5
"WBGene00013875",5
"WBGene00013882",4
"WBGene00013884",4
"WBGene00013891",5
"WBGene00013892",1
"WBGene00013893",1
"WBGene00013894",2
"WBGene00013895",4
"WBGene00013896",4
"WBGene00013897",4
"WBGene00013898",2
"WBGene00013899",2
"WBGene00013901",5
"WBGene00013904",5
"WBGene00013905",4
"WBGene00013906",5
"WBGene00013919",5
"WBGene00013920",1
"WBGene00013921",4
"WBGene00013924",6
"WBGene00013925",2
"WBGene00013926",6
"WBGene00013935",2
"WBGene00013947",1
"WBGene00013949",1
"WBGene00013950",4
"WBGene00013958",1
"WBGene00013960",5
"WBGene00013961",3
"WBGene00013962",1
"WBGene00013963",4
"WBGene00013964",2
"WBGene00013965",5
"WBGene00013968",4
"WBGene00013969",3
"WBGene00013972",3
"WBGene00013975",1
"WBGene00013976",4
"WBGene00013980",1
"WBGene00013982",6
"WBGene00013983",2
"WBGene00013984",6
"WBGene00013986",1
"WBGene00013996",5
"WBGene00013998",2
"WBGene00014001",2
"WBGene00014002",2
"WBGene00014003",4
"WBGene00014006",3
"WBGene00014008",5
"WBGene00014009",6
"WBGene00014011",1
"WBGene00014012",2
"WBGene00014013",2
"WBGene00014016",4
"WBGene00014017",2
"WBGene00014018",2
"WBGene00014019",5
"WBGene00014025",2
"WBGene00014030",4
"WBGene00014037",4
"WBGene00014045",4
"WBGene00014046",3
"WBGene00014047",3
"WBGene00014049",2
"WBGene00014050",4
"WBGene00014051",1
"WBGene00014052",3
"WBGene00014053",4
"WBGene00014054",1
"WBGene00014055",4
"WBGene00014057",5
"WBGene00014058",2
"WBGene00014063",5
"WBGene00014073",4
"WBGene00014078",1
"WBGene00014088",4
"WBGene00014091",3
"WBGene00014093",4
"WBGene00014094",5
"WBGene00014095",1
"WBGene00014097",1
"WBGene00014098",1
"WBGene00014099",2
"WBGene00014100",6
"WBGene00014103",3
"WBGene00014106",6
"WBGene00014108",4
"WBGene00014109",4
"WBGene00014119",3
"WBGene00014120",1
"WBGene00014123",2
"WBGene00014125",4
"WBGene00014132",3
"WBGene00014134",6
"WBGene00014135",4
"WBGene00014136",1
"WBGene00014137",3
"WBGene00014138",5
"WBGene00014140",4
"WBGene00014141",5
"WBGene00014150",4
"WBGene00014152",6
"WBGene00014153",6
"WBGene00014163",2
"WBGene00014164",2
"WBGene00014165",1
"WBGene00014171",4
"WBGene00014173",1
"WBGene00014175",2
"WBGene00014180",4
"WBGene00014183",6
"WBGene00014184",5
"WBGene00014192",4
"WBGene00014199",4
"WBGene00014202",5
"WBGene00014204",2
"WBGene00014206",5
"WBGene00014207",4
"WBGene00014208",1
"WBGene00014214",2
"WBGene00014222",5
"WBGene00014224",1
"WBGene00014226",2
"WBGene00014232",4
"WBGene00014233",2
"WBGene00014235",3
"WBGene00014244",6
"WBGene00014245",4
"WBGene00014249",1
"WBGene00014250",2
"WBGene00014251",5
"WBGene00014252",3
"WBGene00014253",6
"WBGene00014258",5
"WBGene00014259",3
"WBGene00014262",4
"WBGene00014294",2
"WBGene00014300",3
"WBGene00014307",4
"WBGene00014308",2
"WBGene00014309",2
"WBGene00014454",2
"WBGene00014472",2
"WBGene00014492",2
"WBGene00014505",2
"WBGene00014562",5
"WBGene00014666",1
"WBGene00014697",2
"WBGene00014698",2
"WBGene00014761",3
"WBGene00014793",3
"WBGene00014818",2
"WBGene00014821",1
"WBGene00014826",4
"WBGene00014848",4
"WBGene00014864",5
"WBGene00014871",2
"WBGene00014905",5
"WBGene00014938",5
"WBGene00014941",5
"WBGene00014965",1
"WBGene00014985",3
"WBGene00014987",2
"WBGene00014989",1
"WBGene00014997",6
"WBGene00015002",4
"WBGene00015010",6
"WBGene00015019",3
"WBGene00015022",6
"WBGene00015024",6
"WBGene00015029",2
"WBGene00015040",2
"WBGene00015041",4
"WBGene00015042",2
"WBGene00015043",2
"WBGene00015044",2
"WBGene00015046",4
"WBGene00015047",1
"WBGene00015048",2
"WBGene00015050",1
"WBGene00015053",4
"WBGene00015055",5
"WBGene00015056",4
"WBGene00015059",4
"WBGene00015061",1
"WBGene00015063",2
"WBGene00015064",5
"WBGene00015067",2
"WBGene00015071",2
"WBGene00015073",2
"WBGene00015074",5
"WBGene00015076",2
"WBGene00015088",4
"WBGene00015092",2
"WBGene00015095",2
"WBGene00015096",5
"WBGene00015098",6
"WBGene00015099",5
"WBGene00015101",2
"WBGene00015102",2
"WBGene00015103",6
"WBGene00015104",1
"WBGene00015115",2
"WBGene00015116",4
"WBGene00015117",4
"WBGene00015122",5
"WBGene00015124",1
"WBGene00015125",3
"WBGene00015131",4
"WBGene00015133",1
"WBGene00015134",2
"WBGene00015135",4
"WBGene00015136",2
"WBGene00015137",4
"WBGene00015138",4
"WBGene00015141",3
"WBGene00015142",4
"WBGene00015148",1
"WBGene00015150",2
"WBGene00015152",4
"WBGene00015153",6
"WBGene00015157",3
"WBGene00015159",4
"WBGene00015160",1
"WBGene00015161",2
"WBGene00015163",4
"WBGene00015164",6
"WBGene00015168",5
"WBGene00015171",5
"WBGene00015172",4
"WBGene00015177",1
"WBGene00015179",4
"WBGene00015182",4
"WBGene00015184",6
"WBGene00015185",6
"WBGene00015186",5
"WBGene00015190",6
"WBGene00015191",2
"WBGene00015196",3
"WBGene00015200",2
"WBGene00015202",2
"WBGene00015203",1
"WBGene00015204",2
"WBGene00015205",6
"WBGene00015206",5
"WBGene00015216",4
"WBGene00015217",3
"WBGene00015218",6
"WBGene00015219",2
"WBGene00015223",2
"WBGene00015224",2
"WBGene00015225",2
"WBGene00015227",2
"WBGene00015231",4
"WBGene00015232",2
"WBGene00015245",2
"WBGene00015248",6
"WBGene00015249",2
"WBGene00015250",2
"WBGene00015251",2
"WBGene00015252",2
"WBGene00015258",4
"WBGene00015262",2
"WBGene00015264",2
"WBGene00015268",3
"WBGene00015278",3
"WBGene00015279",4
"WBGene00015280",5
"WBGene00015282",1
"WBGene00015284",5
"WBGene00015286",4
"WBGene00015293",2
"WBGene00015294",4
"WBGene00015295",4
"WBGene00015298",3
"WBGene00015299",4
"WBGene00015300",3
"WBGene00015303",4
"WBGene00015306",6
"WBGene00015307",2
"WBGene00015311",3
"WBGene00015313",2
"WBGene00015328",5
"WBGene00015332",4
"WBGene00015333",1
"WBGene00015335",6
"WBGene00015336",3
"WBGene00015338",4
"WBGene00015339",6
"WBGene00015340",6
"WBGene00015344",5
"WBGene00015346",2
"WBGene00015350",2
"WBGene00015352",2
"WBGene00015354",2
"WBGene00015355",4
"WBGene00015359",1
"WBGene00015362",4
"WBGene00015376",5
"WBGene00015378",1
"WBGene00015381",4
"WBGene00015382",5
"WBGene00015389",4
"WBGene00015391",5
"WBGene00015392",2
"WBGene00015393",6
"WBGene00015394",3
"WBGene00015396",1
"WBGene00015400",2
"WBGene00015402",2
"WBGene00015403",5
"WBGene00015404",2
"WBGene00015405",2
"WBGene00015406",4
"WBGene00015407",1
"WBGene00015408",1
"WBGene00015410",2
"WBGene00015413",5
"WBGene00015423",2
"WBGene00015424",4
"WBGene00015425",1
"WBGene00015426",6
"WBGene00015433",5
"WBGene00015434",1
"WBGene00015442",6
"WBGene00015453",6
"WBGene00015455",5
"WBGene00015460",2
"WBGene00015461",1
"WBGene00015464",5
"WBGene00015465",3
"WBGene00015469",5
"WBGene00015470",2
"WBGene00015471",3
"WBGene00015472",1
"WBGene00015473",5
"WBGene00015474",3
"WBGene00015476",2
"WBGene00015477",5
"WBGene00015479",4
"WBGene00015480",4
"WBGene00015481",2
"WBGene00015483",1
"WBGene00015484",2
"WBGene00015486",1
"WBGene00015487",6
"WBGene00015492",2
"WBGene00015494",4
"WBGene00015495",2
"WBGene00015496",5
"WBGene00015497",6
"WBGene00015505",2
"WBGene00015509",3
"WBGene00015510",3
"WBGene00015514",1
"WBGene00015517",4
"WBGene00015518",4
"WBGene00015519",4
"WBGene00015527",4
"WBGene00015531",4
"WBGene00015536",4
"WBGene00015537",2
"WBGene00015538",5
"WBGene00015539",4
"WBGene00015540",2
"WBGene00015541",6
"WBGene00015544",4
"WBGene00015545",5
"WBGene00015546",6
"WBGene00015548",1
"WBGene00015549",2
"WBGene00015551",2
"WBGene00015555",1
"WBGene00015559",4
"WBGene00015560",2
"WBGene00015561",3
"WBGene00015565",5
"WBGene00015567",2
"WBGene00015569",3
"WBGene00015570",4
"WBGene00015578",4
"WBGene00015579",2
"WBGene00015580",1
"WBGene00015581",1
"WBGene00015583",4
"WBGene00015590",2
"WBGene00015591",2
"WBGene00015592",4
"WBGene00015596",2
"WBGene00015597",2
"WBGene00015598",2
"WBGene00015605",3
"WBGene00015608",1
"WBGene00015609",1
"WBGene00015620",5
"WBGene00015621",4
"WBGene00015622",5
"WBGene00015624",4
"WBGene00015625",4
"WBGene00015626",2
"WBGene00015632",2
"WBGene00015633",2
"WBGene00015634",6
"WBGene00015644",3
"WBGene00015645",6
"WBGene00015646",6
"WBGene00015647",3
"WBGene00015648",3
"WBGene00015650",1
"WBGene00015666",2
"WBGene00015677",2
"WBGene00015679",4
"WBGene00015680",1
"WBGene00015682",3
"WBGene00015684",1
"WBGene00015691",4
"WBGene00015692",1
"WBGene00015693",4
"WBGene00015694",2
"WBGene00015695",6
"WBGene00015698",2
"WBGene00015700",4
"WBGene00015703",6
"WBGene00015705",4
"WBGene00015709",4
"WBGene00015710",5
"WBGene00015718",3
"WBGene00015719",3
"WBGene00015720",3
"WBGene00015721",3
"WBGene00015722",3
"WBGene00015723",3
"WBGene00015724",3
"WBGene00015725",3
"WBGene00015726",3
"WBGene00015729",4
"WBGene00015731",2
"WBGene00015734",5
"WBGene00015735",1
"WBGene00015739",5
"WBGene00015740",4
"WBGene00015744",2
"WBGene00015746",2
"WBGene00015747",2
"WBGene00015748",2
"WBGene00015752",1
"WBGene00015753",5
"WBGene00015754",1
"WBGene00015755",6
"WBGene00015756",3
"WBGene00015759",2
"WBGene00015767",1
"WBGene00015768",1
"WBGene00015769",4
"WBGene00015776",2
"WBGene00015777",5
"WBGene00015778",5
"WBGene00015781",3
"WBGene00015786",2
"WBGene00015789",6
"WBGene00015790",3
"WBGene00015791",5
"WBGene00015793",1
"WBGene00015794",4
"WBGene00015795",3
"WBGene00015798",6
"WBGene00015800",3
"WBGene00015801",1
"WBGene00015802",3
"WBGene00015803",5
"WBGene00015805",4
"WBGene00015809",2
"WBGene00015810",6
"WBGene00015811",2
"WBGene00015813",1
"WBGene00015814",5
"WBGene00015816",2
"WBGene00015817",2
"WBGene00015822",4
"WBGene00015823",6
"WBGene00015825",2
"WBGene00015830",2
"WBGene00015841",4
"WBGene00015842",2
"WBGene00015849",2
"WBGene00015857",1
"WBGene00015859",4
"WBGene00015861",4
"WBGene00015865",2
"WBGene00015870",5
"WBGene00015871",5
"WBGene00015872",5
"WBGene00015874",3
"WBGene00015875",3
"WBGene00015876",2
"WBGene00015878",2
"WBGene00015879",3
"WBGene00015886",5
"WBGene00015887",5
"WBGene00015889",2
"WBGene00015896",1
"WBGene00015910",3
"WBGene00015911",5
"WBGene00015912",3
"WBGene00015913",6
"WBGene00015916",1
"WBGene00015918",4
"WBGene00015919",2
"WBGene00015925",4
"WBGene00015926",4
"WBGene00015930",4
"WBGene00015932",5
"WBGene00015933",5
"WBGene00015934",4
"WBGene00015941",1
"WBGene00015942",1
"WBGene00015947",2
"WBGene00015948",2
"WBGene00015949",1
"WBGene00015950",3
"WBGene00015954",5
"WBGene00015955",3
"WBGene00015957",5
"WBGene00015965",5
"WBGene00015966",1
"WBGene00015974",2
"WBGene00015975",2
"WBGene00015978",2
"WBGene00015980",4
"WBGene00015993",4
